task_id,task_description,task_status,task_creation_date,fk_employee_id
9619,Добавить клиента в систему после завершения онлайн-оплаты.,В работе,2023-12-29,527
9620,Провести консультацию по выбору тарифа для клиента с большим трафиком.,В работе,2023-04-04,741
9621,Добавить клиента в систему после завершения онлайн-оплаты.,В работе,2024-02-26,750
9622,Уточнить детали инцидента и оформить заявку в техподдержку.,В работе,2024-12-03,605
9623,Проконтролировать продление услуги хостинга и уведомить клиента.,Завершена,2023-09-17,918
9624,Проконтролировать продление услуги хостинга и уведомить клиента.,Завершена,2023-10-31,953
9625,Уточнить детали инцидента и оформить заявку в техподдержку.,Завершена,2022-10-17,168
9626,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2025-03-12,6
9627,Подтвердить оплату и активировать заказанный тариф.,Завершена,2022-11-27,766
9628,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2023-07-26,795
9629,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Завершена,2024-05-21,794
9630,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2023-05-22,380
9631,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2024-10-16,787
9632,Провести опрос удовлетворённости услугой у нового клиента.,Открыта,2023-10-11,199
9633,Составить и отправить клиенту инструкцию по подключению домена.,В работе,2024-10-14,360
9634,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2024-07-18,774
9635,Согласовать перенос времени техработ на сервере по просьбе клиента.,Завершена,2023-08-21,334
9636,Согласовать перенос времени техработ на сервере по просьбе клиента.,Открыта,2023-09-01,842
9637,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Завершена,2023-06-29,165
9638,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2024-12-04,249
9639,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2022-02-23,618
9640,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2022-11-20,204
9641,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2022-09-20,905
9642,Провести финальную проверку перед запуском сайта клиента.,В работе,2022-02-13,933
9643,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2022-08-03,627
9644,Составить и отправить клиенту инструкцию по подключению домена.,Завершена,2023-11-04,448
9645,Согласовать перенос времени техработ на сервере по просьбе клиента.,Завершена,2022-11-23,20
9646,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2024-11-25,27
9647,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2022-05-06,630
9648,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2023-12-04,241
9649,Подтвердить оплату и активировать заказанный тариф.,В работе,2023-09-11,291
9650,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2024-11-04,586
9651,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2023-11-01,324
9652,Провести консультацию по выбору тарифа для клиента с большим трафиком.,В работе,2024-06-28,934
9653,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Завершена,2024-02-03,962
9654,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2022-08-12,241
9655,Решить технический вопрос по авторизации в личном кабинете клиента.,Завершена,2022-02-19,421
9656,Уточнить детали инцидента и оформить заявку в техподдержку.,Завершена,2022-10-22,61
9657,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-02-09,286
9658,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2023-11-05,984
9659,Провести опрос удовлетворённости услугой у нового клиента.,Завершена,2023-12-07,79
9660,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2024-08-09,554
9661,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2024-04-02,158
9662,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2023-04-25,864
9663,Проверить корректность данных клиента в CRM и внести правки.,Открыта,2023-03-25,385
9664,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2022-08-26,580
9665,Решить технический вопрос по авторизации в личном кабинете клиента.,Завершена,2025-02-12,840
9666,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2024-01-12,17
9667,Проверить корректность данных клиента в CRM и внести правки.,Завершена,2024-10-19,633
9668,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2024-04-07,321
9669,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Завершена,2025-03-21,317
9670,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2025-02-08,515
9671,Проверить корректность данных клиента в CRM и внести правки.,В работе,2023-06-26,720
9672,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2023-01-16,366
9673,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2023-07-08,210
9674,Отметить в CRM завершение настройки почтового сервиса.,В работе,2022-06-09,609
9675,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2022-08-02,966
9676,Отметить в CRM завершение настройки почтового сервиса.,В работе,2024-11-02,433
9677,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2025-02-12,580
9678,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2023-04-29,681
9679,Проконтролировать продление услуги хостинга и уведомить клиента.,Открыта,2022-05-24,674
9680,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2023-07-22,794
9681,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2022-04-08,684
9682,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2024-01-05,668
9683,Составить и отправить клиенту инструкцию по подключению домена.,В работе,2023-08-04,424
9684,Провести опрос удовлетворённости услугой у нового клиента.,В работе,2025-02-10,662
9685,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2025-02-18,554
9686,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2022-02-27,895
9687,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-11-17,308
9688,Созвониться с новым клиентом и уточнить детали подключения услуг.,Открыта,2022-01-24,371
9689,Проверить корректность данных клиента в CRM и внести правки.,Завершена,2024-08-29,55
9690,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2023-10-07,827
9691,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2023-02-14,858
9692,Провести финальную проверку перед запуском сайта клиента.,Открыта,2024-10-29,284
9693,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2025-02-11,217
9694,Добавить клиента в систему после завершения онлайн-оплаты.,В работе,2022-07-10,260
9695,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2024-11-01,713
9696,Провести консультацию по выбору тарифа для клиента с большим трафиком.,В работе,2024-12-05,56
9697,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2022-10-24,385
9698,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2022-10-07,719
9699,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2025-01-17,24
9700,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2023-12-15,79
9701,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2023-06-02,368
9702,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Открыта,2023-01-21,977
9703,Провести финальную проверку перед запуском сайта клиента.,Открыта,2023-08-03,857
9704,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2023-12-05,599
9705,Проконтролировать продление услуги хостинга и уведомить клиента.,Завершена,2025-01-19,472
9706,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2022-05-05,507
9707,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2024-11-04,523
9708,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2025-02-05,351
9709,Составить и отправить клиенту инструкцию по подключению домена.,В работе,2024-11-03,864
9710,Провести финальную проверку перед запуском сайта клиента.,Открыта,2023-06-24,882
9711,Провести опрос удовлетворённости услугой у нового клиента.,Открыта,2023-01-15,780
9712,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2024-08-04,554
9713,Проверить корректность данных клиента в CRM и внести правки.,Завершена,2022-05-29,144
9714,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-03-06,361
9715,Добавить клиента в систему после завершения онлайн-оплаты.,Завершена,2022-10-29,847
9716,Уточнить детали инцидента и оформить заявку в техподдержку.,В работе,2024-11-07,243
9717,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2022-01-31,561
9718,Согласовать перенос времени техработ на сервере по просьбе клиента.,Завершена,2022-06-26,163
9719,Отметить в CRM завершение настройки почтового сервиса.,В работе,2022-07-20,192
9720,Проконтролировать продление услуги хостинга и уведомить клиента.,Открыта,2024-01-29,16
9721,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2024-05-18,197
9722,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Завершена,2023-06-09,357
9723,Созвониться с новым клиентом и уточнить детали подключения услуг.,Открыта,2024-04-10,702
9724,Подтвердить оплату и активировать заказанный тариф.,Завершена,2022-12-15,646
9725,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2024-12-21,991
9726,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2024-09-16,920
9727,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2022-07-09,189
9728,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2024-10-22,953
9729,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2024-10-13,967
9730,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-03-27,364
9731,Добавить клиента в систему после завершения онлайн-оплаты.,Завершена,2022-10-10,801
9732,Созвониться с новым клиентом и уточнить детали подключения услуг.,Открыта,2024-07-21,343
9733,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2022-11-12,913
9734,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2024-04-09,799
9735,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2024-10-04,42
9736,Провести финальную проверку перед запуском сайта клиента.,Завершена,2024-03-06,159
9737,Провести финальную проверку перед запуском сайта клиента.,Открыта,2024-12-31,971
9738,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2022-09-01,737
9739,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2024-07-11,616
9740,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2024-06-14,745
9741,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2024-11-28,193
9742,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,В работе,2024-01-17,433
9743,Проверить корректность данных клиента в CRM и внести правки.,Завершена,2024-12-03,128
9744,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2023-09-24,501
9745,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Завершена,2024-05-18,493
9746,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2023-07-15,255
9747,Провести финальную проверку перед запуском сайта клиента.,В работе,2023-06-07,815
9748,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2024-05-08,228
9749,Провести опрос удовлетворённости услугой у нового клиента.,Завершена,2022-07-23,871
9750,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2024-11-15,712
9751,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2023-05-07,849
9752,Подтвердить оплату и активировать заказанный тариф.,Открыта,2024-11-16,485
9753,Отметить в CRM завершение настройки почтового сервиса.,В работе,2023-12-15,381
9754,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2022-04-26,859
9755,Провести опрос удовлетворённости услугой у нового клиента.,Завершена,2023-03-28,558
9756,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2022-09-03,561
9757,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2025-02-28,379
9758,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2024-12-01,31
9759,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2025-02-26,902
9760,Созвониться с новым клиентом и уточнить детали подключения услуг.,Завершена,2023-08-13,549
9761,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2023-01-02,485
9762,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2022-01-27,963
9763,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2024-05-18,580
9764,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2024-03-13,360
9765,Проверить корректность данных клиента в CRM и внести правки.,В работе,2024-04-15,99
9766,Отметить в CRM завершение настройки почтового сервиса.,Завершена,2023-11-18,618
9767,Подтвердить оплату и активировать заказанный тариф.,Открыта,2023-01-08,15
9768,Провести финальную проверку перед запуском сайта клиента.,Завершена,2022-07-05,526
9769,Провести опрос удовлетворённости услугой у нового клиента.,Завершена,2023-01-01,110
9770,Проконтролировать продление услуги хостинга и уведомить клиента.,Завершена,2025-01-05,728
9771,Провести финальную проверку перед запуском сайта клиента.,Открыта,2022-12-29,700
9772,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2022-08-13,433
9773,Проверить корректность данных клиента в CRM и внести правки.,Открыта,2024-08-04,769
9774,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2024-02-26,853
9775,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2022-12-02,369
9776,Провести финальную проверку перед запуском сайта клиента.,Открыта,2022-02-23,472
9777,Проверить корректность данных клиента в CRM и внести правки.,Завершена,2022-08-24,758
9778,Согласовать перенос времени техработ на сервере по просьбе клиента.,В работе,2024-05-04,944
9779,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2022-03-25,881
9780,Согласовать перенос времени техработ на сервере по просьбе клиента.,В работе,2022-09-02,871
9781,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2023-03-15,617
9782,Провести опрос удовлетворённости услугой у нового клиента.,В работе,2023-05-30,521
9783,Уточнить детали инцидента и оформить заявку в техподдержку.,В работе,2024-09-08,231
9784,Добавить клиента в систему после завершения онлайн-оплаты.,Завершена,2023-08-15,1
9785,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2022-11-16,58
9786,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2023-04-25,776
9787,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Открыта,2024-11-29,684
9788,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2023-03-28,105
9789,Проверить корректность данных клиента в CRM и внести правки.,В работе,2023-01-08,564
9790,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2024-10-28,616
9791,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2022-07-30,970
9792,Добавить клиента в систему после завершения онлайн-оплаты.,Завершена,2024-03-10,928
9793,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2023-08-28,732
9794,Проверить корректность данных клиента в CRM и внести правки.,Открыта,2022-07-10,610
9795,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2022-01-20,680
9796,Согласовать перенос времени техработ на сервере по просьбе клиента.,В работе,2023-12-02,59
9797,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2025-03-19,207
9798,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,В работе,2022-02-14,103
9799,Провести финальную проверку перед запуском сайта клиента.,Завершена,2024-01-16,110
9800,Подтвердить оплату и активировать заказанный тариф.,Открыта,2022-01-18,637
9801,Согласовать перенос времени техработ на сервере по просьбе клиента.,Завершена,2024-02-23,64
9802,Отметить в CRM завершение настройки почтового сервиса.,Завершена,2024-01-31,713
9803,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Завершена,2025-02-21,162
9804,Провести опрос удовлетворённости услугой у нового клиента.,Завершена,2025-01-08,407
9805,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2022-07-17,872
9806,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2023-10-13,466
9807,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Завершена,2023-11-03,951
9808,Согласовать перенос времени техработ на сервере по просьбе клиента.,В работе,2025-03-29,972
9809,Подтвердить оплату и активировать заказанный тариф.,Завершена,2022-06-23,936
9810,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2024-02-21,279
9811,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2023-04-07,421
9812,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-01-21,274
9813,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2022-05-24,595
9814,Добавить клиента в систему после завершения онлайн-оплаты.,В работе,2022-04-06,797
9815,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2022-12-02,506
9816,Проверить корректность данных клиента в CRM и внести правки.,В работе,2022-11-08,864
9817,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2023-01-25,192
9818,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2025-01-02,755
9819,Составить и отправить клиенту инструкцию по подключению домена.,Завершена,2023-12-21,430
9820,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2024-07-31,55
9821,Провести опрос удовлетворённости услугой у нового клиента.,Открыта,2022-10-24,311
9822,Составить и отправить клиенту инструкцию по подключению домена.,Завершена,2022-10-08,354
9823,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2022-07-23,686
9824,Проверить корректность данных клиента в CRM и внести правки.,Завершена,2024-06-10,815
9825,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2022-05-12,861
9826,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2024-05-23,632
9827,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2023-09-21,456
9828,Решить технический вопрос по авторизации в личном кабинете клиента.,Завершена,2023-12-24,577
9829,Проверить корректность данных клиента в CRM и внести правки.,Открыта,2022-08-31,980
9830,Подтвердить оплату и активировать заказанный тариф.,Открыта,2022-05-16,318
9831,Согласовать перенос времени техработ на сервере по просьбе клиента.,Открыта,2024-01-25,509
9832,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2024-08-29,158
9833,Проверить корректность данных клиента в CRM и внести правки.,В работе,2025-02-25,89
9834,Отметить в CRM завершение настройки почтового сервиса.,В работе,2022-09-15,546
9835,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2025-03-05,803
9836,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2025-01-10,335
9837,Созвониться с новым клиентом и уточнить детали подключения услуг.,Завершена,2023-12-10,594
9838,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Завершена,2022-03-22,469
9839,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2024-04-20,504
9840,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2024-06-02,377
9841,Добавить клиента в систему после завершения онлайн-оплаты.,Завершена,2023-09-08,936
9842,Согласовать перенос времени техработ на сервере по просьбе клиента.,Открыта,2024-06-14,601
9843,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,В работе,2022-10-07,360
9844,Провести финальную проверку перед запуском сайта клиента.,Завершена,2022-05-28,252
9845,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2024-08-11,492
9846,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2025-01-02,105
9847,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2022-07-24,363
9848,Подтвердить оплату и активировать заказанный тариф.,В работе,2023-11-23,341
9849,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2024-11-01,113
9850,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2024-05-17,135
9851,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2022-09-25,429
9852,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2022-09-29,243
9853,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2022-12-17,193
9854,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2022-02-05,547
9855,Подтвердить оплату и активировать заказанный тариф.,Завершена,2022-04-06,70
9856,Созвониться с новым клиентом и уточнить детали подключения услуг.,Открыта,2023-12-25,582
9857,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2022-12-01,562
9858,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2024-03-13,24
9859,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2023-04-16,700
9860,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,В работе,2024-09-18,901
9861,Составить и отправить клиенту инструкцию по подключению домена.,Завершена,2022-06-12,420
9862,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2023-04-29,609
9863,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2024-07-21,172
9864,Проверить корректность данных клиента в CRM и внести правки.,Открыта,2023-06-13,221
9865,Созвониться с новым клиентом и уточнить детали подключения услуг.,Завершена,2023-12-02,132
9866,Провести опрос удовлетворённости услугой у нового клиента.,В работе,2023-09-10,750
9867,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2024-04-28,331
9868,Уточнить детали инцидента и оформить заявку в техподдержку.,В работе,2024-10-27,863
9869,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Завершена,2022-12-18,341
9870,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2023-03-30,316
9871,Провести финальную проверку перед запуском сайта клиента.,В работе,2023-01-21,522
9872,Уточнить детали инцидента и оформить заявку в техподдержку.,В работе,2024-09-20,479
9873,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2023-06-22,397
9874,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2024-05-27,552
9875,Согласовать перенос времени техработ на сервере по просьбе клиента.,В работе,2024-11-10,685
9876,Добавить клиента в систему после завершения онлайн-оплаты.,Завершена,2022-08-31,653
9877,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2022-03-13,737
9878,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2025-01-23,172
9879,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2023-09-26,186
9880,Провести опрос удовлетворённости услугой у нового клиента.,Открыта,2022-10-29,910
9881,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2022-08-10,310
9882,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,В работе,2022-03-25,985
9883,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-03-06,831
9884,Подтвердить оплату и активировать заказанный тариф.,В работе,2024-02-21,72
9885,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2022-05-02,943
9886,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2024-05-23,659
9887,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2023-02-23,756
9888,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2022-08-27,518
9889,Проверить корректность данных клиента в CRM и внести правки.,Открыта,2025-03-06,500
9890,Провести опрос удовлетворённости услугой у нового клиента.,Открыта,2024-10-13,355
9891,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2025-02-05,424
9892,Провести финальную проверку перед запуском сайта клиента.,В работе,2022-09-20,190
9893,Согласовать перенос времени техработ на сервере по просьбе клиента.,В работе,2022-04-29,588
9894,Созвониться с новым клиентом и уточнить детали подключения услуг.,Открыта,2022-08-02,730
9895,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Завершена,2022-10-18,362
9896,Проверить корректность данных клиента в CRM и внести правки.,В работе,2023-05-28,287
9897,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2022-06-14,202
9898,Проконтролировать продление услуги хостинга и уведомить клиента.,Открыта,2023-06-25,883
9899,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2022-06-26,417
9900,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2025-03-22,902
9901,Отметить в CRM завершение настройки почтового сервиса.,В работе,2025-01-08,118
9902,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2025-02-26,510
9903,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,В работе,2024-02-13,540
9904,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2024-07-31,206
9905,Подтвердить оплату и активировать заказанный тариф.,Завершена,2023-10-20,510
9906,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Открыта,2023-04-18,632
9907,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2024-01-19,437
